feature_ID,lower_PIN,PIN,owner_middleinitial,owner_name,owner_address,owner_address2,owner_city,owner_state,street_number,street_directionality,street_name,street_type,full_address,city,state,zipcode,tax_code,first_name,last_name,firestation,firezone
1233,1432376006,1432376006, ,ALPHA SERVICES CORPORATION,SCI ILLINOIS SERVICES INC,2001 N UNIVERSITY ST,PEORIA,IL,2001,N,UNIVERSITY,ST,2001 N UNIVERSITY ST,PEORIA,IL,61604,1, ,ALPHA SERVICES CORPORATION,3,306
1234,1432376002,1432376002, ,REALTY CORP OF ILLINOIS,817 N FOURTH ST, ,CHILLICOTHE,IL,2021,N,UNIVERSITY,ST,2021 N UNIVERSITY ST,PEORIA,IL,61604,1, ,REALTY CORP OF ILLINOIS,3,306
1235,1432329003,1432329003, ,IMAGO DEI CHURCH INC,2221 N GALE AVE, ,PEORIA,IL,2221,N,GALE,AVE,2221 N GALE AVE,PEORIA,IL,61604,1, ,IMAGO DEI CHURCH INC,3,306
1236,1432332017,1432332017,H,"MANSOUR, SAIDE H",3005 W PARKRIDGE DR, ,PEORIA,IL,2205,N,UNIVERSITY,ST,2205 N UNIVERSITY ST,PEORIA,IL,61604,1,SAIDE,MANSOUR,3,306
1692,1432328008,1432328008,M,"OBERLANDER, JOYCE M",2510 W HIDDEN LAKE CT, ,PEORIA,IL,2411,N,UNIVERSITY,ST,2411 N UNIVERSITY ST,PEORIA,IL,61604,1,JOYCE,OBERLANDER,3,306
629,1432280017,1432280017,R,"ARGO, PETER R JR",2619 N SHERIDAN RD, ,PEORIA,IL,2617,N,SHERIDAN,RD,2617 N SHERIDAN RD,PEORIA,IL,61604,1,PETER,ARGO,3,307
631,1432280018,1432280018,R,"ARGO, PETER R JR",2619 N SHERIDAN RD, ,PEORIA,IL,2615,N,SHERIDAN,RD,2615 N SHERIDAN RD,PEORIA,IL,61604,1,PETER,ARGO,3,307
632,1432280041,1432280041, ,"HUMPHREY, KEN",4918 N SHERIDAN RD, ,PEORIA,IL,2605,N,SHERIDAN,RD,2605 N SHERIDAN RD,PEORIA,IL,61604,1,KEN,HUMPHREY,3,307
634,1432281031,1432281031, ,PHOENIX PROPERTIES INC,1921 W WILLOW KNOLLS RD, ,PEORIA,IL,2523,N,SHERIDAN,RD,2523 N SHERIDAN RD,PEORIA,IL,61604,1, ,PHOENIX PROPERTIES INC,3,307
635,1432281033,1432281033,A,"GHANTOUS, ANTONIOS A",5625 W RACHAEL DR, ,PEORIA,IL,2515,N,SHERIDAN,RD,2515 N SHERIDAN RD,PEORIA,IL,61604,1,ANTONIOS,GHANTOUS,3,307
638,1432281035,1432281035,R,"ABDALLAH, IMAD R",10 PLYMOUTH CT, ,WASHINGTON,IL,2503,N,SHERIDAN,RD,2503 N SHERIDAN RD,PEORIA,IL,61604,1,IMAD,ABDALLAH,3,307
643,1432430034,1432430034, ,"ASSAD, ADNAN",4306 N PROSPECT RD, ,PEORIA HEIGHTS,IL,2415,N,SHERIDAN,RD,2415 N SHERIDAN RD,PEORIA,IL,61604,1,ADNAN,ASSAD,3,307
649,1432433035,1432433035,J,"GASKINS, JON J",1118 N ELLIS ST, ,PEORIA,IL,2217,N,SHERIDAN,RD,2217 N SHERIDAN RD,PEORIA,IL,61604,1,JON,GASKINS,3,307
650,1432433038,1432433038, ,STRODE INC,2203 N SHERIDAN RD, ,PEORIA,IL,2203,N,SHERIDAN,RD,2203 N SHERIDAN RD,PEORIA,IL,61604,1, ,STRODE INC,3,307
1010,1432253001,1432253001, ,UNIVERSITY FOOD MART INC,2604 N UNIVERSITY ST, ,PEORIA,IL,2604,N,UNIVERSITY,ST,2604 N UNIVERSITY ST,PEORIA,IL,61604,1, ,UNIVERSITY FOOD MART INC,3,307
1011,1432254016,1432254016, ,FEDORA PROPERTIES LLC,1229 W MCCLURE AVE, ,PEORIA,IL,1229,W,MCCLURE,AVE,1229 W MCCLURE AVE,PEORIA,IL,61604,1, ,FEDORA PROPERTIES LLC,3,307
1013,1432401040,1432401040, ,KOOSHTARD PROPERTY VI,C/O FFCA FUNDING CORPORATION,17207 N PERIMETER DR,SCOTTSDALE,AZ,2416,N,UNIVERSITY,ST,2416 N UNIVERSITY ST,PEORIA,IL,61604,1, ,KOOSHTARD PROPERTY VI,3,307
1014,1432401039,1432401039,L,"MERINO, SHERYL L",1601 EDGEWOOD, ,FLAGSTAFF,AZ,2404,N,UNIVERSITY,ST,2404 N UNIVERSITY ST,PEORIA,IL,61604,1,SHERYL,MERINO,3,307
1015,1432403005,1432403005,W,"SHAW, JEFFREY W",2224 N UNIVERSITY ST, ,PEORIA,IL,2224,N,UNIVERSITY,ST,2224 N UNIVERSITY ST,PEORIA,IL,61604,1,JEFFREY,SHAW,3,307
2059,1432401040,1432401040, ,KOOSHTARD PROPERTY VI,C/O FFCA FUNDING CORPORATION,17207 N PERIMETER DR,SCOTTSDALE,AZ,2416,N,UNIVERSITY,ST,2416 N UNIVERSITY ST,PEORIA,IL,61604,1, ,KOOSHTARD PROPERTY VI,3,307
626,1433154010,1433154010,A,"VEGA, MARIA A",1402 NE MONROE, ,PEORIA,IL,2628,N,SHERIDAN,RD,2628 N SHERIDAN RD,PEORIA,IL,61604,1,MARIA,VEGA,3,308
628,1433157001,1433157001, ,"MINA, ADEL",332 S MICHIGAN AVE,STE 1032 M23,CHICAGO,IL,617,W,LOUCKS,AVE,617 W LOUCKS AVE,PEORIA,IL,61604,1,ADEL,MINA,3,308
630,1433160014,1433160014, ,CRAIG UPHOLSTERING INC,2612 N SHERIDAN RD, ,PEORIA,IL,2612,N,SHERIDAN,RD,2612 N SHERIDAN RD,PEORIA,IL,61604,1, ,CRAIG UPHOLSTERING INC,3,308
633,1433160032,1433160032,D,"HOOVER, TREVELYN D",C/O HOOVER PROPERTIES,811 SW ADAMS ST,PEORIA,IL,2514,N,SHERIDAN,RD,2514 N SHERIDAN RD,PEORIA,IL,61604,1,TREVELYN,HOOVER,3,308
637,1433160033,1433160033, ,BYWALAO LLC,6408 N IMPERIAL DR, ,PEORIA,IL,2504,N,SHERIDAN,RD,2504 N SHERIDAN RD,PEORIA,IL,61604,1, ,BYWALAO LLC,3,308
642,1433301001,1433301001, ,THRONES LLC,2401 W ALTA RD,APT 1503,PEORIA,IL,2412,N,SHERIDAN,RD,2412 N SHERIDAN RD,PEORIA,IL,61604,1, ,THRONES LLC,3,308
644,1433305002,1433305002,W,"HURD, GREGORY W",1107 N FOURTH ST, ,CHILLICOTHE,IL,428,W,MCCLURE,AVE,428 W MCCLURE AVE,PEORIA,IL,61604,1,GREGORY,HURD,3,308
651,1433351028,1433351028, ,PUBLIC HEALTH BOARD,2116 N SHERIDAN RD, ,PEORIA,IL, , , , , , , , ,1, ,PUBLIC HEALTH BOARD,3,308
653,1433351002,1433351002, ,COUNTY OF PEORIA,PEORIA COUNTY COURTHOUSE,324 MAIN ST ROOM 502,PEORIA,IL,2114,N,SHERIDAN,RD,2114 N SHERIDAN RD,PEORIA,IL,61604,1, ,COUNTY OF PEORIA,3,308
1020,1432456005,1432456005, ,PRAIRIE FARMS DAIRY INC,3744 STAUNTON RD, ,EDWARDSVILLE,IL,2004,N,UNIVERSITY,ST,2004 N UNIVERSITY ST,PEORIA,IL,61604,1, ,PRAIRIE FARMS DAIRY INC,3,309
1022,1432456002,1432456002, ,PRAIRIE FARMS DAIRY INC,3744 STAUNTON RD, ,EDWARDSVILLE,IL,2010,N,UNIVERSITY,ST,2010 N UNIVERSITY ST,PEORIA,IL,61604,1, ,PRAIRIE FARMS DAIRY INC,3,309
1027,1805201018,1805201018, ,PEORIA COUNTY FARM BUREAU,1716 N UNIVERSITY ST, ,PEORIA,IL,1716,N,UNIVERSITY,ST,1716 N UNIVERSITY ST,PEORIA,IL,61604,1, ,PEORIA COUNTY FARM BUREAU,3,309
1227,1805102001,1805102001, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,NOBLE ADMINISTRATION CENTER,1125 W LAKE AVE,PEORIA,IL,1524,W,NEBRASKA,AVE,1524 W NEBRASKA AVE,PEORIA,IL,61604,1, ,PLEASURE DRIVEWAY & PARK DISTRICT OF PEORIA,3,309
652,1432478028,1432478028, ,FIRST FREE METHODIST CHURCH,2121 N SHERIDAN RD, ,PEORIA,IL,2121,N,SHERIDAN,RD,2121 N SHERIDAN RD,PEORIA,IL,61604,1, ,FIRST FREE METHODIST CHURCH,3,310
654,1432483016,1432483016, ,NORTH HOLDINGS LLC,1105 N NORTH ST, ,PEORIA,IL,1937,N,SHERIDAN,RD,1937 N SHERIDAN RD,PEORIA,IL,61604,1, ,NORTH HOLDINGS LLC,3,310
655,1432483017,1432483017,M,"WILLMAN, BRUCE M",1929 N SHERIDAN RD, ,PEORIA,IL,1929,N,SHERIDAN,RD,1929 N SHERIDAN RD,PEORIA,IL,61604,1,BRUCE,WILLMAN,3,310
656,1432483018,1432483018, ,CAMNICK LLC,C/O LESTER F CHASTEEN SR,1613 W AUSTIN DR,PEORIA,IL,1923,N,SHERIDAN,RD,1923 N SHERIDAN RD,PEORIA,IL,61604,1, ,CAMNICK LLC,3,310
659,1432483019,1432483019, ,"MILES, DENISE",2937 W PARK RIDGE DR, ,PEORIA,IL,1919,N,SHERIDAN,RD,1919 N SHERIDAN RD,PEORIA,IL,61604,1,DENISE,MILES,3,310
660,1433352016,1433352016, ,RRCO RENTALS LLC,1100 CAMELLIA BLVD SUITE 201, ,LAFAYETTE,LA,603,W,NEBRASKA,AVE,603 W NEBRASKA AVE,PEORIA,IL,61604,1, ,RRCO RENTALS LLC,3,310
661,1433352009,1433352009, ,RRCO RENTALS LLC,1100 CAMELLIA BLVD SUITE 201, ,LAFAYETTE,LA,1902,N,SHERIDAN,RD,1902 N SHERIDAN RD,PEORIA,IL,61604,1, ,RRCO RENTALS LLC,3,310
662,1804101001,1804101001, ,"COHEN, JEFF",4114 W SANDRIDGE CT, ,PEORIA,IL,1830,N,SHERIDAN,RD,1830 N SHERIDAN RD,PEORIA,IL,61604,1,JEFF,COHEN,3,310
663,1804101009,1804101009,C,"JONES, KEVIN C",P O BOX 5133, ,MORTON,IL,1808,N,SHERIDAN,RD,1808 N SHERIDAN RD,PEORIA,IL,61604,1,KEVIN,JONES,3,310
664,1805228035,1805228035,P,"MILES, EDWARD P",6824 N SUMAC RD, ,EDWARDS,IL,1714,N,GALE,AVE,1714 N GALE AVE,PEORIA,IL,61604,1,EDWARD,MILES,3,310
665,1805228036,1805228036, ,BEE-J PROPERTIES LLC,9801 BRIDGEPORT WAY, ,HANNA CITY,IL,1745,N,SHERIDAN,RD,1745 N SHERIDAN RD,PEORIA,IL,61604,1, ,BEE-J PROPERTIES LLC,3,310
1026,1805226021,1805226021, ,CHURCH OF THE LIVING GOD,1825 N BROADWAY ST, ,PEORIA,IL,1825,N,BROADWAY,ST,1825 N BROADWAY ST,PEORIA,IL,61604,1, ,CHURCH OF THE LIVING GOD,3,310
1298,1804101016,1804101016, ,BOARD OF EDUCATION SCHOOL DISTRICT #150,3202 W WISCONSIN AVE, ,PEORIA,IL,1732,N,SHERIDAN,RD,1732 N SHERIDAN RD,PEORIA,IL,61604,1, ,BOARD OF EDUCATION SCHOOL DISTRICT #150,3,310
1990,1432478028,1432478028, ,FIRST FREE METHODIST CHURCH,2121 N SHERIDAN RD, ,PEORIA,IL,2121,N,SHERIDAN,RD,2121 N SHERIDAN RD,PEORIA,IL,61604,1, ,FIRST FREE METHODIST CHURCH,3,310
1992,1805230008,1805230008, ,NEW TESTAMENT FELLOWSHIP CHURCH,1701 N SHERIDAN RD, ,PEORIA,IL,1701,N,SHERIDAN,RD,1701 N SHERIDAN RD,PEORIA,IL,61604,1, ,NEW TESTAMENT FELLOWSHIP CHURCH,3,310
657,1433353029,1433353029, ,MT MORIAH MISSIONARY,505 W NEBRASKA AVE, ,PEORIA,IL,505,W,NEBRASKA,AVE,505 W NEBRASKA AVE,PEORIA,IL,61604,1, ,MT MORIAH MISSIONARY,3,311
14,1804329018,1804329018, ,HUMAN SERVICE CENTER FOUNDATION,600 W FAYETTE ST,P O BOX 1346,PEORIA,IL,1200, ,HAMILTON,BV,1200 HAMILTON BV,PEORIA,IL,61606,1, ,HUMAN SERVICE CENTER FOUNDATION,3,314
112,1804326011,1804326011, ,TRINITY EVANGELICAL LUTHERAN CONGREGATION,C/O ATTY ERIC HASSELBERG,4600 N BRANDYWINE DR,PEORIA,IL,1221, ,HAMILTON,BLVD,1221 HAMILTON BLVD,PEORIA,IL,61606,1, ,TRINITY EVANGELICAL LUTHERAN CONGREGATION,3,314
668,1804104001,1804104001, ,CHRISTIAN FAMILY CENTER CHURCH INC,1800 W BRADLEY AVE, ,PEORIA,IL,602,W,RICHMOND,AVE,602 W RICHMOND AVE,PEORIA,IL,61604,1, ,CHRISTIAN FAMILY CENTER CHURCH INC,3,314
669,1805284025,1805284025, ,"BELLEMEY, KATHY",111 PATTON ST, ,NORTH PEKIN,IL,1303,N,SHERIDAN,RD,1303 N SHERIDAN RD,PEORIA,IL,61606,1,KATHY,BELLEMEY,3,314
670,1804306055,1804306055,R,"MCCALL, WILLIE R",3733 W SAYMORE LN, ,PEORIA,IL,1225,N,NORTH,ST,1225 N NORTH ST,PEORIA,IL,61606,1,WILLIE,MCCALL,3,314
671,1804301001,1804301001,D,"WEST, BRUCE D",1222 SHERIDAN RD, ,PEORIA,IL,1222,N,SHERIDAN,RD,1222 N SHERIDAN RD,PEORIA,IL,61606,1,BRUCE,WEST,3,314
672,1804306035,1804306035, ,"BUSHELL, REBECCA",4117 S AUTUMN DR, ,MAPLETON,IL,1209,N,NORTH,ST,1209 N NORTH ST,PEORIA,IL,61606,1,REBECCA,BUSHELL,3,314
673,1804329006,1804329006, ,"HEAVER, WILLIAM",3703 GRANDVIEW CT, ,PEKIN,IL,108,NE,ROANOKE,AVE,108 NE ROANOKE AVE,PEORIA,IL,61606,1,WILLIAM,HEAVER,3,314
674,1804306036,1804306036,ANN,"SMITH, MARY ANN",511 W NORTHGATE ROAD, ,PEORIA,IL,1207,N,NORTH,ST,1207 N NORTH ST,PEORIA,IL,61606,1,MARY,SMITH,3,314
675,1804306037,1804306037, ,DRS SHAY PARTNERSHIP,1201 N NORTH STREET, ,PEORIA,IL,1201,N,NORTH,ST,1201 N NORTH ST,PEORIA,IL,61606,1, ,DRS SHAY PARTNERSHIP,3,314
676,1805428044,1805428044, ,PHN INC,1125 N SHERIDAN RD, ,PEORIA,IL,1125,N,SHERIDAN,RD,1125 N SHERIDAN RD,PEORIA,IL,61606,1, ,PHN INC,3,314
677,1804306038,1804306038, ,REGENCY RENTALS LLC,711 WALNUT HILL CIRCLE, ,VARNA,IL,414,W,ELIZABETH,ST,414 W ELIZABETH ST,PEORIA,IL,61606,1, ,REGENCY RENTALS LLC,3,314
678,1804306040,1804306040,W,"BRADY, GERALD W JR",1133 N NORTH ST, ,PEORIA,IL,1133,N,NORTH,ST,1133 N NORTH ST,PEORIA,IL,61606,1,GERALD,BRADY,3,314
684,1804351035,1804351035, ,HEART OF ILLINOIS UNITED WAY,509 W HIGH ST, ,PEORIA,IL,509,W,HIGH,ST,509 W HIGH ST,PEORIA,IL,61606,1, ,HEART OF ILLINOIS UNITED WAY,3,314
685,1804351031,1804351031, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,918,N,SHERIDAN,RD,918 N SHERIDAN RD,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
686,1804351003,1804351003, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,922,N,SHERIDAN,RD,922 N SHERIDAN RD,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
688,1804351018,1804351018,E,"COLGAN, KEVIN E",4025 N HARVARD AVE, ,PEORIA,IL,518,W,MAIN,ST,518 W MAIN ST,PEORIA,IL,61606,1,KEVIN,COLGAN,3,314
689,1804351002,1804351002, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,926,N,SHERIDAN,RD,926 N SHERIDAN RD,PEORIA,IL,61605,1, ,ZERLA PROPERTIES LLC,3,314
691,1804351054,1804351054, ,"ASSAD, MUNTASER",2020 W LAYTON AVE, ,MILWAUKEE,WI,640,W,MAIN,ST,640 W MAIN ST,PEORIA,IL,61606,1,MUNTASER,ASSAD,3,314
697,1804351043,1804351043, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,430,W,MAIN,ST,430 W MAIN ST,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
699,1804351055,1804351055, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,512,W,MAIN,ST,512 W MAIN ST,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
700,1804351015,1804351015, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,612,W,MAIN,ST,612 W MAIN ST,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
701,1804351013,1804351013,G,"BRIDGES, THOMAS G",7621 SPORTSMAN DR, ,MAPLETON,IL,616,W,MAIN,ST,616 W MAIN ST,PEORIA,IL,61606,1,THOMAS,BRIDGES,3,314
703,1804351017,1804351017, ,ZERLA PROPERTIES LLC,315 S WHITTAKER ST, ,TOULON,IL,520,W,MAIN,ST,520 W MAIN ST,PEORIA,IL,61606,1, ,ZERLA PROPERTIES LLC,3,314
712,1804306057,1804306057,E,"LEITER, THOMAS E",THE LEITER GROUP,309-A MAIN ST,PEORIA,IL,427,W,MAIN,ST,427 W MAIN ST,PEORIA,IL,61606,1,THOMAS,LEITER,3,314
717,1804306050,1804306050, ,CHRISTOPHER J COURI TRUST DATED 04-01-99,1338 N INDEPENDENCE CT, ,GERMANTOWN HILLS,IL,1101,N,NORTH,ST,1101 N NORTH ST,PEORIA,IL,61606,1, ,CHRISTOPHER J COURI TRUST DATED 04-01-99,3,314
719,1804326005,1804326005, ,TRINITY EVANGELICAL LUTHERAN CONGREGATION,C/O ATTY ERIC HASSELBERG,4600 N BRANDYWINE DR,PEORIA,IL,117,NE,RANDOLPH,AVE,117 NE RANDOLPH AVE,PEORIA,IL,61606,1, ,TRINITY EVANGELICAL LUTHERAN CONGREGATION,3,314
720,1804306046,1804306046, ,"BECKHAM, BRIAN",2004 ALFS CT, ,PEKIN,IL,1115,N,NORTH,ST,1115 N NORTH ST,PEORIA,IL,61606,1,BRIAN,BECKHAM,3,314
721,1804306043,1804306043, ,NNM FUNDING GROUP LLC,2017 E KIMBERLY RD, ,DAVENPORT,IA,1127,N,NORTH,ST,1127 N NORTH ST,PEORIA,IL,61606,1, ,NNM FUNDING GROUP LLC,3,314
1028,1805276003,1805276003, ,AMERICAN FRENCH TECHNICAL REPRESENTATION,8515 N UNIVERSITY ST, ,PEORIA,IL,1515,N,BROADWAY,ST,1515 N BROADWAY ST,PEORIA,IL,61606,1, ,AMERICAN FRENCH TECHNICAL REPRESENTATION,3,314
1029,1805277026,1805277026, ,MUSLIM EDUCATION & COMMUNITY ASSOCIATION OF PEORIA,817 W ARMSTRONG AVE, ,PEORIA,IL,817,W,ARMSTRONG,AVE,817 W ARMSTRONG AVE,PEORIA,IL,61606,1, ,MUSLIM EDUCATION & COMMUNITY ASSOCIATION OF PEORIA,3,314
1991,1804306034,1804306034,J,"RASHID, FLOYD J",2819 N KNOXVILLE AVE, ,PEORIA,IL,1213,N,NORTH,ST,1213 N NORTH ST,PEORIA,IL,61606,1,FLOYD,RASHID,3,314
702,1805478008,1805478008,D,"SPAIN, STEVEN D",708 W MAIN ST, ,PEORIA,IL,708,W,MAIN,ST,708 W MAIN ST,PEORIA,IL,61606,1,STEVEN,SPAIN,3,316
704,1805431017,1805431017, ,ACC ENTERPRISES,C/O EDWARD SCHMIDT,260 W DETWEILLER DR,PEORIA,IL,711,W,MAIN,ST,711 W MAIN ST,PEORIA,IL,61606,1, ,ACC ENTERPRISES,3,316
705,1804303019,1804303019,D,"SMITH, GARY D",628 HARTLEY PL, ,THE VILLAGES,FL,601,W,MAIN,ST,601 W MAIN ST,PEORIA,IL,61606,1,GARY,SMITH,3,316
706,1805431018,1805431018,T,"FURNISS, TODD T",9502 W LAKE CAMELOT DR, ,MAPLETON,IL,705,W,MAIN,ST,705 W MAIN ST,PEORIA,IL,61606,1,TODD,FURNISS,3,316
707,1804303013,1804303013,A,"HINRICHSEN, STEVEN A",2020 W CLARKE AVE, ,WEST PEORIA,IL,637,W,MAIN,ST,637 W MAIN ST,PEORIA,IL,61606,1,STEVEN,HINRICHSEN,3,316
708,1804303018,1804303018, ,"ASAD, SHAKER",615 W MAIN ST, ,PEORIA,IL,615,W,MAIN,ST,615 W MAIN ST,PEORIA,IL,61606,1,SHAKER,ASAD,3,316
709,1805431017,1805431017, ,ACC ENTERPRISES,C/O EDWARD SCHMIDT,260 W DETWEILLER DR,PEORIA,IL,711,W,MAIN,ST,711 W MAIN ST,PEORIA,IL,61606,1, ,ACC ENTERPRISES,3,316
710,1805431016,1805431016, ,ACC ENTERPRISES,C/O EDWARD SCHMIDT,260 W DETWEILLER DR,PEORIA,IL,715,W,MAIN,ST,715 W MAIN ST,PEORIA,IL,61606,1, ,ACC ENTERPRISES,3,316
713,1805431015,1805431015, ,"MCWHERTER, ALMA",1009 N SHERIDAN RD, ,PEORIA,IL,1007,N,SHERIDAN,RD,1007 N SHERIDAN RD,PEORIA,IL,61606,1,ALMA,MCWHERTER,3,316
715,1804303016,1804303016, ,"COOK, MICHAEL",6816 N AYCLIFFE DR, ,PEORIA,IL,625,W,MAIN,ST,625 W MAIN ST,PEORIA,IL,61606,1,MICHAEL,COOK,3,316
716,1805431023,1805431023, ,PROPERTY DEVELOPMENT GROUP LLC,P O BOX 10622, ,PEORIA,IL,1015,N,SHERIDAN,RD,1015 N SHERIDAN RD,PEORIA,IL,61606,1, ,PROPERTY DEVELOPMENT GROUP LLC,3,316
718,1805431024,1805431024,A,"DENNHARDT, TODD A",1025 N SHERIDAN RD, ,PEORIA,IL,1021,N,SHERIDAN,RD,1021 N SHERIDAN RD,PEORIA,IL,61606,1,TODD,DENNHARDT,3,316
839,1805478010,1805478010, ,WATERSTREET UNLIMITED LLC,301 SW ADAMS ST SUITE 700, ,PEORIA,IL,925,N,SHERIDAN,RD,925 N SHERIDAN RD,PEORIA,IL,61606,1, ,WATERSTREET UNLIMITED LLC,3,316
1033,1805451018,1805451018, ,CAMPUSTOWN LLC,1200 W MAIN ST, ,PEORIA,IL,1200,W,MAIN,ST,1200 W MAIN ST,PEORIA,IL,61606,1, ,CAMPUSTOWN LLC,3,316
1034,1805476005,1805476005, ,"KEMPER, BRIDGET",5306 S HILO CT, ,PEORIA,IL,920,N,GARFIELD,AVE,920 N GARFIELD AVE,PEORIA,IL,61606,1,BRIDGET,KEMPER,3,316
1035,1805453014,1805453014, ,HIGHFILL LAND TRUST,P O BOX 5652, ,PEORIA,IL,1011,W,WINDOM,ST,1011 W WINDOM ST,PEORIA,IL,61606,1, ,HIGHFILL LAND TRUST,3,316
1036,1805453020,1805453020, ,DOWNING LAND TRUST,C/O ROGER DOWNING,1009 W WINDOM ST,PEORIA,IL,1001,W,WINDOM,ST,1001 W WINDOM ST,PEORIA,IL,61606,1, ,DOWNING LAND TRUST,3,316
1037,1805454011,1805454011, ,"DOYLE, TERRANCE",923 N GARFIELD AVE, ,PEORIA,IL,923,N,GARFIELD,AVE,923 N GARFIELD AVE,PEORIA,IL,61606,1,TERRANCE,DOYLE,3,316
1038,1805453018,1805453018, ,"DOWNING, ROGER",1009 W WINDOM ST, ,PEORIA,IL,1005,W,WINDOM,ST,1005 W WINDOM ST,PEORIA,IL,61606,1,ROGER,DOWNING,3,316
1039,1805478011,1805478011, ,SANDY CREEK CORPORATION,C/O STEVE JULIUSSON,1436 ASBURY AVE,WINNETKA,IL,717,W,WINDOM,ST,717 W WINDOM ST,PEORIA,IL,61606,1, ,SANDY CREEK CORPORATION,3,316
1040,1805451018,1805451018, ,CAMPUSTOWN LLC,1200 W MAIN ST, ,PEORIA,IL,1200,W,MAIN,ST,1200 W MAIN ST,PEORIA,IL,61606,1, ,CAMPUSTOWN LLC,3,316
1041,1805453009,1805453009, ,BAJCO REAL VENTURE III LLC,3965 B BOARDMAN-CANFIELD RD SUITE 200, ,CANFIELD,OH,928,N,BOURLAND,AVE,928 N BOURLAND AVE,PEORIA,IL,61606,1, ,BAJCO REAL VENTURE III LLC,3,316
1042,1805454006,1805454006,J,"DOYLE, TERRANCE J",201 N KICKAPOO TER, ,PEORIA,IL,909,W,WINDOM,ST,909 W WINDOM ST,PEORIA,IL,61606,1,TERRANCE,DOYLE,3,316
1043,1805477011,1805477011, ,MAIN STREET HOLDING CO LLC,826 W MAIN ST, ,PEORIA,IL,928,N,ORANGE,ST,928 N ORANGE ST,PEORIA,IL,61606,1, ,MAIN STREET HOLDING CO LLC,3,316
1044,1805477010,1805477010, ,ADVANTAGE AUTO SALES INC,814 W MAIN ST, ,PEORIA,IL,814,W,MAIN,ST,814 W MAIN ST,PEORIA,IL,61606,1, ,ADVANTAGE AUTO SALES INC,3,316
1047,1805451020,1805451020, ,PATRICIA K MACDONALD TRUST,1303 SUNSET DR, ,EAST PEORIA,IL,1106,W,MAIN,ST,1106 W MAIN ST,PEORIA,IL,61606,1, ,PATRICIA K MACDONALD TRUST,3,316
1048,1805453007,1805453007,J,"WHALEN, STEVE J",1000 W MAIN ST, ,PEORIA,IL,1000,W,MAIN,ST,1000 W MAIN ST,PEORIA,IL,61606,1,STEVE,WHALEN,3,316
1049,1805476002,1805476002, ,MAIN STREET HOLDING CO LLC,826 W MAIN ST, ,PEORIA,IL,840,W,MAIN,ST,840 W MAIN ST,PEORIA,IL,61606,1, ,MAIN STREET HOLDING CO LLC,3,316
1050,1805451020,1805451020, ,PATRICIA K MACDONALD TRUST,1303 SUNSET DR, ,EAST PEORIA,IL,1106,W,MAIN,ST,1106 W MAIN ST,PEORIA,IL,61606,1, ,PATRICIA K MACDONALD TRUST,3,316
1051,1805477006,1805477006, ,CHR PROPERTIES LLC,106 N CEDAR, ,WASHINGTON,IL,931,N,DOUGLAS,ST,931 N DOUGLAS ST,PEORIA,IL,61606,1, ,CHR PROPERTIES LLC,3,316
1052,1805454012,1805454012, ,FOTO SCREEN PROCESS COMPANY,908 W MAIN ST, ,PEORIA,IL,931,N,GARFIELD,AVE,931 N GARFIELD AVE,PEORIA,IL,61606,1, ,FOTO SCREEN PROCESS COMPANY,3,316
1053,1805476007,1805476007, ,MAIN STREET HOLDING CO LLC,826 W MAIN ST, ,PEORIA,IL,826,W,MAIN,ST,826 W MAIN ST,PEORIA,IL,61606,1, ,MAIN STREET HOLDING CO LLC,3,316
1054,1805454018,1805454018, ,FOTO SCREEN PROCESS COMPANY,908 W MAIN ST, ,PEORIA,IL,920,W,MAIN,ST,920 W MAIN ST,PEORIA,IL,61606,1, ,FOTO SCREEN PROCESS COMPANY,3,316
1055,1805453005,1805453005,A,"STECHER, CAROL A",2216 W BARKER AVE, ,WEST PEORIA,IL,1006,W,MAIN,ST,1006 W MAIN ST,PEORIA,IL,61606,1,CAROL,STECHER,3,316
1056,1805453004,1805453004, ,HADDADS LEBANESE CATERING INC,C/O TONY HADDAD,407 E RAVINE ST,PEORIA,IL,1010,W,MAIN,ST,1010 W MAIN ST,PEORIA,IL,61606,1, ,HADDADS LEBANESE CATERING INC,3,316
1057,1805453003,1805453003, ,HIGHFILL LAND TRUST,P O BOX 5652, ,PEORIA,IL,1014,W,MAIN,ST,1014 W MAIN ST,PEORIA,IL,61606,1, ,HIGHFILL LAND TRUST,3,316
